orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10353,38,210.8,50,0.2,PICCO,7,2013-11-13,2013-12-11,2013-11-25,3,360.63
10354,1,14.4,12,0.0,PERIC,8,2013-11-14,2013-12-12,2013-11-20,3,53.8
10354,29,99.0,4,0.0,PERIC,8,2013-11-14,2013-12-12,2013-11-20,3,53.8
10355,24,3.6,25,0.0,AROUT,6,2013-11-15,2013-12-13,2013-11-20,1,41.95
10355,57,15.6,25,0.0,AROUT,6,2013-11-15,2013-12-13,2013-11-20,1,41.95
10356,31,10.0,30,0.0,WANDK,6,2013-11-18,2013-12-16,2013-11-27,2,36.71
10356,55,19.2,12,0.0,WANDK,6,2013-11-18,2013-12-16,2013-11-27,2,36.71
10356,69,28.8,20,0.0,WANDK,6,2013-11-18,2013-12-16,2013-11-27,2,36.71
10357,10,24.8,30,0.2,LILAS,1,2013-11-19,2013-12-17,2013-12-02,3,34.88
10357,26,24.9,16,0.0,LILAS,1,2013-11-19,2013-12-17,2013-12-02,3,34.88
10357,60,27.2,8,0.2,LILAS,1,2013-11-19,2013-12-17,2013-12-02,3,34.88
10358,24,3.6,10,0.05,LAMAI,5,2013-11-20,2013-12-18,2013-11-27,1,19.64
10358,34,11.2,10,0.05,LAMAI,5,2013-11-20,2013-12-18,2013-11-27,1,19.64
10358,36,15.2,20,0.05,LAMAI,5,2013-11-20,2013-12-18,2013-11-27,1,19.64
10359,16,13.9,56,0.05,SEVES,5,2013-11-21,2013-12-19,2013-11-26,3,288.43
10359,31,10.0,70,0.05,SEVES,5,2013-11-21,2013-12-19,2013-11-26,3,288.43
10359,60,27.2,80,0.05,SEVES,5,2013-11-21,2013-12-19,2013-11-26,3,288.43
10360,28,36.4,30,0.0,BLONP,4,2013-11-22,2013-12-20,2013-12-02,3,131.7
10360,29,99.0,35,0.0,BLONP,4,2013-11-22,2013-12-20,2013-12-02,3,131.7
10360,38,210.8,10,0.0,BLONP,4,2013-11-22,2013-12-20,2013-12-02,3,131.7
10360,49,16.0,35,0.0,BLONP,4,2013-11-22,2013-12-20,2013-12-02,3,131.7
10360,54,5.9,28,0.0,BLONP,4,2013-11-22,2013-12-20,2013-12-02,3,131.7
10361,39,14.4,54,0.1,QUICK,1,2013-11-22,2013-12-20,2013-12-03,2,183.17
10361,60,27.2,55,0.1,QUICK,1,2013-11-22,2013-12-20,2013-12-03,2,183.17
10362,25,11.2,50,0.0,BONAP,3,2013-11-25,2013-12-23,2013-11-28,1,96.04
10362,51,42.4,20,0.0,BONAP,3,2013-11-25,2013-12-23,2013-11-28,1,96.04
10362,54,5.9,24,0.0,BONAP,3,2013-11-25,2013-12-23,2013-11-28,1,96.04
10363,31,10.0,20,0.0,DRACD,4,2013-11-26,2013-12-24,2013-12-04,3,30.54
10363,75,6.2,12,0.0,DRACD,4,2013-11-26,2013-12-24,2013-12-04,3,30.54
10363,76,14.4,12,0.0,DRACD,4,2013-11-26,2013-12-24,2013-12-04,3,30.54
10364,69,28.8,30,0.0,EASTC,1,2013-11-26,2014-01-07,2013-12-04,1,71.97
10364,71,17.2,5,0.0,EASTC,1,2013-11-26,2014-01-07,2013-12-04,1,71.97
10365,11,16.8,24,0.0,ANTON,3,2013-11-27,2013-12-25,2013-12-02,2,22.0
10366,65,16.8,5,0.0,GALED,8,2013-11-28,2014-01-09,2013-12-30,2,10.14
10366,77,10.4,5,0.0,GALED,8,2013-11-28,2014-01-09,2013-12-30,2,10.14
10367,34,11.2,36,0.0,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55
10367,54,5.9,18,0.0,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55
10367,65,16.8,15,0.0,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55
10367,77,10.4,7,0.0,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55
10368,21,8.0,5,0.1,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95
10368,28,36.4,13,0.1,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95
10368,57,15.6,25,0.0,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95
10368,64,26.6,35,0.1,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95
10369,29,99.0,20,0.0,SPLIR,8,2013-12-02,2013-12-30,2013-12-09,2,195.68
10369,56,30.4,18,0.25,SPLIR,8,2013-12-02,2013-12-30,2013-12-09,2,195.68
10370,1,14.4,15,0.15,CHOPS,6,2013-12-03,2013-12-31,2013-12-27,2,1.17
10370,64,26.6,30,0.0,CHOPS,6,2013-12-03,2013-12-31,2013-12-27,2,1.17
10370,74,8.0,20,0.15,CHOPS,6,2013-12-03,2013-12-31,2013-12-27,2,1.17
10371,36,15.2,6,0.2,LAMAI,1,2013-12-03,2013-12-31,2013-12-24,1,0.45
10372,20,64.8,12,0.25,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78
10372,38,210.8,40,0.25,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78
10372,60,27.2,70,0.25,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78
10372,72,27.8,42,0.25,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78
10373,58,10.6,80,0.2,HUNGO,4,2013-12-05,2014-01-02,2013-12-11,3,124.12
10373,71,17.2,50,0.2,HUNGO,4,2013-12-05,2014-01-02,2013-12-11,3,124.12
10374,31,10.0,30,0.0,WOLZA,1,2013-12-05,2014-01-02,2013-12-09,3,3.94
10374,58,10.6,15,0.0,WOLZA,1,2013-12-05,2014-01-02,2013-12-09,3,3.94
10375,14,18.6,15,0.0,HUNGC,3,2013-12-06,2014-01-03,2013-12-09,2,20.12
10375,54,5.9,10,0.0,HUNGC,3,2013-12-06,2014-01-03,2013-12-09,2,20.12
10376,31,10.0,42,0.05,MEREP,1,2013-12-09,2014-01-06,2013-12-13,2,20.39
10377,28,36.4,20,0.15,SEVES,1,2013-12-09,2014-01-06,2013-12-13,3,22.21
10377,39,14.4,20,0.15,SEVES,1,2013-12-09,2014-01-06,2013-12-13,3,22.21
10378,71,17.2,6,0.0,FOLKO,5,2013-12-10,2014-01-07,2013-12-19,3,5.44
10379,41,7.7,8,0.1,QUEDE,2,2013-12-11,2014-01-08,2013-12-13,1,45.03
10379,63,35.1,16,0.1,QUEDE,2,2013-12-11,2014-01-08,2013-12-13,1,45.03
10379,65,16.8,20,0.1,QUEDE,2,2013-12-11,2014-01-08,2013-12-13,1,45.03
10380,30,20.7,18,0.1,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03
10380,53,26.2,20,0.1,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03
10380,60,27.2,6,0.1,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03
10380,70,12.0,30,0.0,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03
10381,74,8.0,14,0.0,LILAS,3,2013-12-12,2014-01-09,2013-12-13,3,7.99
10382,5,17.0,32,0.0,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77
10382,18,50.0,9,0.0,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77
10382,29,99.0,14,0.0,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77
10382,33,2.0,60,0.0,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77
10382,74,8.0,50,0.0,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77
10383,13,4.8,20,0.0,AROUT,8,2013-12-16,2014-01-13,2013-12-18,3,34.24
10383,50,13.0,15,0.0,AROUT,8,2013-12-16,2014-01-13,2013-12-18,3,34.24
10383,56,30.4,20,0.0,AROUT,8,2013-12-16,2014-01-13,2013-12-18,3,34.24
10384,20,64.8,28,0.0,BERGS,3,2013-12-16,2014-01-13,2013-12-20,3,168.64
10384,60,27.2,15,0.0,BERGS,3,2013-12-16,2014-01-13,2013-12-20,3,168.64
10385,7,24.0,10,0.2,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96
10385,60,27.2,20,0.2,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96
10385,68,10.0,8,0.2,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96
10386,24,3.6,15,0.0,FAMIA,9,2013-12-18,2014-01-01,2013-12-25,3,13.99
10386,34,11.2,10,0.0,FAMIA,9,2013-12-18,2014-01-01,2013-12-25,3,13.99
10387,24,3.6,15,0.0,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63
10387,28,36.4,6,0.0,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63
10387,59,44.0,12,0.0,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63
10387,71,17.2,15,0.0,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63
10388,45,7.6,15,0.2,SEVES,2,2013-12-19,2014-01-16,2013-12-20,1,34.86
10388,52,5.6,20,0.2,SEVES,2,2013-12-19,2014-01-16,2013-12-20,1,34.86
10388,53,26.2,40,0.0,SEVES,2,2013-12-19,2014-01-16,2013-12-20,1,34.86
10389,10,24.8,16,0.0,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42
10389,55,19.2,15,0.0,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42
10389,62,39.4,20,0.0,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42
10389,70,12.0,30,0.0,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42
10390,31,10.0,60,0.1,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38
10390,35,14.4,40,0.1,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38
10390,46,9.6,45,0.0,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38
10390,72,27.8,24,0.1,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38
10391,13,4.8,18,0.0,DRACD,3,2013-12-23,2014-01-20,2013-12-31,3,5.45
10392,69,28.8,50,0.0,PICCO,2,2013-12-24,2014-01-21,2014-01-01,3,122.46
10393,2,15.2,25,0.25,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56
10393,14,18.6,42,0.25,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56
10393,25,11.2,7,0.25,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56
10393,26,24.9,70,0.25,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56
10393,31,10.0,32,0.0,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56
10394,13,4.8,10,0.0,HUNGC,1,2013-12-25,2014-01-22,2014-01-03,3,30.34
10394,62,39.4,10,0.0,HUNGC,1,2013-12-25,2014-01-22,2014-01-03,3,30.34
10395,46,9.6,28,0.1,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41
10395,53,26.2,70,0.1,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41
10395,69,28.8,8,0.0,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41
10396,23,7.2,40,0.0,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35
10396,71,17.2,60,0.0,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35
10396,72,27.8,21,0.0,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35
10397,21,8.0,10,0.15,PRINI,5,2013-12-27,2014-01-24,2014-01-02,1,60.26
10397,51,42.4,18,0.15,PRINI,5,2013-12-27,2014-01-24,2014-01-02,1,60.26
10398,35,14.4,30,0.0,SAVEA,2,2013-12-30,2014-01-27,2014-01-09,3,89.16
10398,55,19.2,120,0.1,SAVEA,2,2013-12-30,2014-01-27,2014-01-09,3,89.16
10399,68,10.0,60,0.0,VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36
10399,71,17.2,30,0.0,VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36
10399,76,14.4,35,0.0,VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36
10399,77,10.4,14,0.0,VAFFE,8,2013-12-31,2014-01-14,2014-01-08,3,27.36
10400,29,99.0,21,0.0,EASTC,1,2014-01-01,2014-01-29,2014-01-16,3,83.93
10400,35,14.4,35,0.0,EASTC,1,2014-01-01,2014-01-29,2014-01-16,3,83.93
10400,49,16.0,30,0.0,EASTC,1,2014-01-01,2014-01-29,2014-01-16,3,83.93
10401,30,20.7,18,0.0,RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51
10401,56,30.4,70,0.0,RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51
10401,65,16.8,20,0.0,RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51
10401,71,17.2,60,0.0,RATTC,1,2014-01-01,2014-01-29,2014-01-10,1,12.51
10402,23,7.2,60,0.0,ERNSH,8,2014-01-02,2014-02-13,2014-01-10,2,67.88
10402,63,35.1,65,0.0,ERNSH,8,2014-01-02,2014-02-13,2014-01-10,2,67.88
10403,16,13.9,21,0.15,ERNSH,4,2014-01-03,2014-01-31,2014-01-09,3,73.79
10403,48,10.2,70,0.15,ERNSH,4,2014-01-03,2014-01-31,2014-01-09,3,73.79
10404,26,24.9,30,0.05,MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97
10404,42,11.2,40,0.05,MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97
10404,49,16.0,30,0.05,MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97
10405,3,8.0,50,0.0,LINOD,1,2014-01-06,2014-02-03,2014-01-22,1,34.82
10406,1,14.4,10,0.0,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04
10406,21,8.0,30,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04
10406,28,36.4,42,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04
10406,36,15.2,5,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04
10406,40,14.7,2,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04
10407,11,16.8,30,0.0,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48
10407,69,28.8,15,0.0,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48
10407,71,17.2,15,0.0,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48
10408,37,20.8,10,0.0,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26
10408,54,5.9,6,0.0,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26
10408,62,39.4,35,0.0,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26
10409,14,18.6,12,0.0,OCEAN,3,2014-01-09,2014-02-06,2014-01-14,1,29.83
10409,21,8.0,12,0.0,OCEAN,3,2014-01-09,2014-02-06,2014-01-14,1,29.83
10410,33,2.0,49,0.0,BOTTM,3,2014-01-10,2014-02-07,2014-01-15,3,2.4
10410,59,44.0,16,0.0,BOTTM,3,2014-01-10,2014-02-07,2014-01-15,3,2.4
10411,41,7.7,25,0.2,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65
10411,44,15.5,40,0.2,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65
10411,59,44.0,9,0.2,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65
10412,14,18.6,20,0.1,WARTH,8,2014-01-13,2014-02-10,2014-01-15,2,3.77
10413,1,14.4,24,0.0,LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66
10413,62,39.4,40,0.0,LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66
10413,76,14.4,14,0.0,LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66
10414,19,7.3,18,0.05,FAMIA,2,2014-01-14,2014-02-11,2014-01-17,3,21.48
10414,33,2.0,50,0.0,FAMIA,2,2014-01-14,2014-02-11,2014-01-17,3,21.48
10415,17,31.2,2,0.0,HUNGC,3,2014-01-15,2014-02-12,2014-01-24,1,0.2
10415,33,2.0,20,0.0,HUNGC,3,2014-01-15,2014-02-12,2014-01-24,1,0.2
10416,19,7.3,20,0.0,WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72
10416,53,26.2,10,0.0,WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72
10416,57,15.6,20,0.0,WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72
10417,38,210.8,50,0.0,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29
10417,46,9.6,2,0.25,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29
10417,68,10.0,36,0.25,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29
10417,77,10.4,35,0.0,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29
10418,2,15.2,60,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55
10418,47,7.6,55,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55
10418,61,22.8,16,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55
10418,74,8.0,15,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55
10419,60,27.2,60,0.05,RICSU,4,2014-01-20,2014-02-17,2014-01-30,2,137.35
10419,69,28.8,20,0.05,RICSU,4,2014-01-20,2014-02-17,2014-01-30,2,137.35
10420,9,77.6,20,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12
10420,13,4.8,2,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12
10420,70,12.0,8,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12
10420,73,12.0,20,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12
10421,19,7.3,4,0.15,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23
10421,26,24.9,30,0.0,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23
10421,53,26.2,15,0.15,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23
10421,77,10.4,10,0.15,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23
10422,26,24.9,2,0.0,FRANS,2,2014-01-22,2014-02-19,2014-01-31,1,3.02
10423,31,10.0,14,0.0,GOURL,6,2014-01-23,2014-02-06,2014-02-24,3,24.5
10423,59,44.0,20,0.0,GOURL,6,2014-01-23,2014-02-06,2014-02-24,3,24.5
10424,35,14.4,60,0.2,MEREP,7,2014-01-23,2014-02-20,2014-01-27,2,370.61
10424,38,210.8,49,0.2,MEREP,7,2014-01-23,2014-02-20,2014-01-27,2,370.61
10424,68,10.0,30,0.2,MEREP,7,2014-01-23,2014-02-20,2014-01-27,2,370.61
10425,55,19.2,10,0.25,LAMAI,6,2014-01-24,2014-02-21,2014-02-14,2,7.93
10425,76,14.4,20,0.25,LAMAI,6,2014-01-24,2014-02-21,2014-02-14,2,7.93
10426,56,30.4,5,0.0,GALED,4,2014-01-27,2014-02-24,2014-02-06,1,18.69
10426,64,26.6,7,0.0,GALED,4,2014-01-27,2014-02-24,2014-02-06,1,18.69
10427,14,18.6,35,0.0,PICCO,4,2014-01-27,2014-02-24,2014-03-03,2,31.29
10428,46,9.6,20,0.0,REGGC,7,2014-01-28,2014-02-25,2014-02-04,1,11.09
10429,50,13.0,40,0.0,HUNGO,3,2014-01-29,2014-03-12,2014-02-07,2,56.63
10429,63,35.1,35,0.25,HUNGO,3,2014-01-29,2014-03-12,2014-02-07,2,56.63
10430,17,31.2,45,0.2,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78
10430,21,8.0,50,0.0,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78
10430,56,30.4,30,0.0,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78
10430,59,44.0,70,0.2,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78
10431,17,31.2,50,0.25,BOTTM,4,2014-01-30,2014-02-13,2014-02-07,2,44.17
10431,40,14.7,50,0.25,BOTTM,4,2014-01-30,2014-02-13,2014-02-07,2,44.17
10431,47,7.6,30,0.25,BOTTM,4,2014-01-30,2014-02-13,2014-02-07,2,44.17
10432,26,24.9,10,0.0,SPLIR,3,2014-01-31,2014-02-14,2014-02-07,2,4.34
10432,54,5.9,40,0.0,SPLIR,3,2014-01-31,2014-02-14,2014-02-07,2,4.34
10433,56,30.4,28,0.0,PRINI,3,2014-02-03,2014-03-03,2014-03-04,3,73.83
10434,11,16.8,6,0.0,FOLKO,3,2014-02-03,2014-03-03,2014-02-13,2,17.92
10434,76,14.4,18,0.15,FOLKO,3,2014-02-03,2014-03-03,2014-02-13,2,17.92
10435,2,15.2,10,0.0,CONSH,8,2014-02-04,2014-03-18,2014-02-07,2,9.21
10435,22,16.8,12,0.0,CONSH,8,2014-02-04,2014-03-18,2014-02-07,2,9.21
10435,72,27.8,10,0.0,CONSH,8,2014-02-04,2014-03-18,2014-02-07,2,9.21
10436,46,9.6,5,0.0,BLONP,3,2014-02-05,2014-03-05,2014-02-11,2,156.66
10436,56,30.4,40,0.1,BLONP,3,2014-02-05,2014-03-05,2014-02-11,2,156.66
10436,64,26.6,30,0.1,BLONP,3,2014-02-05,2014-03-05,2014-02-11,2,156.66
10436,75,6.2,24,0.1,BLONP,3,2014-02-05,2014-03-05,2014-02-11,2,156.66
10437,53,26.2,15,0.0,WARTH,8,2014-02-05,2014-03-05,2014-02-12,1,19.97
10438,19,7.3,15,0.2,TOMSP,3,2014-02-06,2014-03-06,2014-02-14,2,8.24
10438,34,11.2,20,0.2,TOMSP,3,2014-02-06,2014-03-06,2014-02-14,2,8.24
10438,57,15.6,15,0.2,TOMSP,3,2014-02-06,2014-03-06,2014-02-14,2,8.24
10439,12,30.4,15,0.0,MEREP,6,2014-02-07,2014-03-07,2014-02-10,3,4.07
10439,16,13.9,16,0.0,MEREP,6,2014-02-07,2014-03-07,2014-02-10,3,4.07
10439,64,26.6,6,0.0,MEREP,6,2014-02-07,2014-03-07,2014-02-10,3,4.07
10439,74,8.0,30,0.0,MEREP,6,2014-02-07,2014-03-07,2014-02-10,3,4.07
10440,2,15.2,45,0.15,SAVEA,4,2014-02-10,2014-03-10,2014-02-28,2,86.53
10440,16,13.9,49,0.15,SAVEA,4,2014-02-10,2014-03-10,2014-02-28,2,86.53
10440,29,99.0,24,0.15,SAVEA,4,2014-02-10,2014-03-10,2014-02-28,2,86.53
10440,61,22.8,90,0.15,SAVEA,4,2014-02-10,2014-03-10,2014-02-28,2,86.53
10441,27,35.1,50,0.0,OLDWO,3,2014-02-10,2014-03-24,2014-03-14,2,73.02
10442,11,16.8,30,0.0,ERNSH,3,2014-02-11,2014-03-11,2014-02-18,2,47.94
10442,54,5.9,80,0.0,ERNSH,3,2014-02-11,2014-03-11,2014-02-18,2,47.94
10442,66,13.6,60,0.0,ERNSH,3,2014-02-11,2014-03-11,2014-02-18,2,47.94
10443,11,16.8,6,0.2,REGGC,8,2014-02-12,2014-03-12,2014-02-14,1,13.95
10443,28,36.4,12,0.0,REGGC,8,2014-02-12,2014-03-12,2014-02-14,1,13.95
10444,17,31.2,10,0.0,BERGS,3,2014-02-12,2014-03-12,2014-02-21,3,3.5
10444,26,24.9,15,0.0,BERGS,3,2014-02-12,2014-03-12,2014-02-21,3,3.5
10444,35,14.4,8,0.0,BERGS,3,2014-02-12,2014-03-12,2014-02-21,3,3.5
10444,41,7.7,30,0.0,BERGS,3,2014-02-12,2014-03-12,2014-02-21,3,3.5
10445,39,14.4,6,0.0,BERGS,3,2014-02-13,2014-03-13,2014-02-20,1,9.3
10445,54,5.9,15,0.0,BERGS,3,2014-02-13,2014-03-13,2014-02-20,1,9.3
10446,19,7.3,12,0.1,TOMSP,6,2014-02-14,2014-03-14,2014-02-19,1,14.68
10446,24,3.6,20,0.1,TOMSP,6,2014-02-14,2014-03-14,2014-02-19,1,14.68
10446,31,10.0,3,0.1,TOMSP,6,2014-02-14,2014-03-14,2014-02-19,1,14.68
10446,52,5.6,15,0.1,TOMSP,6,2014-02-14,2014-03-14,2014-02-19,1,14.68
10447,19,7.3,40,0.0,RICAR,4,2014-02-14,2014-03-14,2014-03-07,2,68.66
10447,65,16.8,35,0.0,RICAR,4,2014-02-14,2014-03-14,2014-03-07,2,68.66
10447,71,17.2,2,0.0,RICAR,4,2014-02-14,2014-03-14,2014-03-07,2,68.66
10448,26,24.9,6,0.0,RANCH,4,2014-02-17,2014-03-17,2014-02-24,2,38.82
10448,40,14.7,20,0.0,RANCH,4,2014-02-17,2014-03-17,2014-02-24,2,38.82
10449,10,24.8,14,0.0,BLONP,3,2014-02-18,2014-03-18,2014-02-27,2,53.3
10449,52,5.6,20,0.0,BLONP,3,2014-02-18,2014-03-18,2014-02-27,2,53.3
10449,62,39.4,35,0.0,BLONP,3,2014-02-18,2014-03-18,2014-02-27,2,53.3
10450,10,24.8,20,0.2,VICTE,8,2014-02-19,2014-03-19,2014-03-11,2,7.23
10450,54,5.9,6,0.2,VICTE,8,2014-02-19,2014-03-19,2014-03-11,2,7.23
10451,55,19.2,120,0.1,QUICK,4,2014-02-19,2014-03-05,2014-03-12,3,189.09
10451,64,26.6,35,0.1,QUICK,4,2014-02-19,2014-03-05,2014-03-12,3,189.09
10451,65,16.8,28,0.1,QUICK,4,2014-02-19,2014-03-05,2014-03-12,3,189.09
10451,77,10.4,55,0.1,QUICK,4,2014-02-19,2014-03-05,2014-03-12,3,189.09
10452,28,36.4,15,0.0,SAVEA,8,2014-02-20,2014-03-20,2014-02-26,1,140.26
10452,44,15.5,100,0.05,SAVEA,8,2014-02-20,2014-03-20,2014-02-26,1,140.26
10453,48,10.2,15,0.1,AROUT,1,2014-02-21,2014-03-21,2014-02-26,2,25.36
10453,70,12.0,25,0.1,AROUT,1,2014-02-21,2014-03-21,2014-02-26,2,25.36
10454,16,13.9,20,0.2,LAMAI,4,2014-02-21,2014-03-21,2014-02-25,3,2.74
10454,33,2.0,20,0.2,LAMAI,4,2014-02-21,2014-03-21,2014-02-25,3,2.74
10454,46,9.6,10,0.2,LAMAI,4,2014-02-21,2014-03-21,2014-02-25,3,2.74
10455,39,14.4,20,0.0,WARTH,8,2014-02-24,2014-04-07,2014-03-03,2,180.45
10455,53,26.2,50,0.0,WARTH,8,2014-02-24,2014-04-07,2014-03-03,2,180.45
10455,61,22.8,25,0.0,WARTH,8,2014-02-24,2014-04-07,2014-03-03,2,180.45
10455,71,17.2,30,0.0,WARTH,8,2014-02-24,2014-04-07,2014-03-03,2,180.45
10456,21,8.0,40,0.15,KOENE,8,2014-02-25,2014-04-08,2014-02-28,2,8.12
10456,49,16.0,21,0.15,KOENE,8,2014-02-25,2014-04-08,2014-02-28,2,8.12
10457,59,44.0,36,0.0,KOENE,2,2014-02-25,2014-03-25,2014-03-03,1,11.57
10458,26,24.9,30,0.0,SUPRD,7,2014-02-26,2014-03-26,2014-03-04,3,147.06
10458,28,36.4,30,0.0,SUPRD,7,2014-02-26,2014-03-26,2014-03-04,3,147.06
10458,43,36.8,20,0.0,SUPRD,7,2014-02-26,2014-03-26,2014-03-04,3,147.06
10458,56,30.4,15,0.0,SUPRD,7,2014-02-26,2014-03-26,2014-03-04,3,147.06
10458,71,17.2,50,0.0,SUPRD,7,2014-02-26,2014-03-26,2014-03-04,3,147.06
10459,7,24.0,16,0.05,VICTE,4,2014-02-27,2014-03-27,2014-02-28,2,25.09
